file_name,label,instrument,type_of_sound,root_note,chord_type
0405.wav,F:7/3,non_guitar,Jazz_Organ,F,7/3
0406.wav,F:7/5,non_guitar,Jazz_Organ,F,7/5
0407.wav,F:7/7,non_guitar,Jazz_Organ,F,7/7
0408.wav,F#:7,non_guitar,Jazz_Organ,F#,7
0409.wav,F#:7/3,non_guitar,Jazz_Organ,F#,7/3
0410.wav,F#:7/5,non_guitar,Jazz_Organ,F#,7/5
0411.wav,F#:7/7,non_guitar,Jazz_Organ,F#,7/7
0412.wav,G:7,non_guitar,Jazz_Organ,G,7
0413.wav,G:7/3,non_guitar,Jazz_Organ,G,7/3
0414.wav,G:7/5,non_guitar,Jazz_Organ,G,7/5
0415.wav,G:7/7,non_guitar,Jazz_Organ,G,7/7
0416.wav,G#:7,non_guitar,Jazz_Organ,G#,7
0417.wav,G#:7/3,non_guitar,Jazz_Organ,G#,7/3
0418.wav,G#:7/5,non_guitar,Jazz_Organ,G#,7/5
0419.wav,G#:7/7,non_guitar,Jazz_Organ,G#,7/7
0420.wav,A:7,non_guitar,Jazz_Organ,A,7
0421.wav,A:7/3,non_guitar,Jazz_Organ,A,7/3
0422.wav,A:7/5,non_guitar,Jazz_Organ,A,7/5
0423.wav,A:7/7,non_guitar,Jazz_Organ,A,7/7
0424.wav,A#:7,non_guitar,Jazz_Organ,A#,7
0425.wav,A#:7/3,non_guitar,Jazz_Organ,A#,7/3
0426.wav,A#:7/5,non_guitar,Jazz_Organ,A#,7/5
0427.wav,A#:7/7,non_guitar,Jazz_Organ,A#,7/7
0428.wav,B:7,non_guitar,Jazz_Organ,B,7
0429.wav,B:7/3,non_guitar,Jazz_Organ,B,7/3
0430.wav,B:7/5,non_guitar,Jazz_Organ,B,7/5
0431.wav,B:7/7,non_guitar,Jazz_Organ,B,7/7
0432.wav,C:7,non_guitar,Jazz_Organ,C,7
0433.wav,C:7/3,non_guitar,Jazz_Organ,C,7/3
0434.wav,C:7/5,non_guitar,Jazz_Organ,C,7/5
0435.wav,C:7/7,non_guitar,Jazz_Organ,C,7/7
0436.wav,C#:7,non_guitar,Jazz_Organ,C#,7
0437.wav,C#:7/3,non_guitar,Jazz_Organ,C#,7/3
0438.wav,C#:7/5,non_guitar,Jazz_Organ,C#,7/5
0439.wav,C#:7/7,non_guitar,Jazz_Organ,C#,7/7
0440.wav,D:7,non_guitar,Jazz_Organ,D,7
0441.wav,D:7/3,non_guitar,Jazz_Organ,D,7/3
0442.wav,D:7/5,non_guitar,Jazz_Organ,D,7/5
0443.wav,D:7/7,non_guitar,Jazz_Organ,D,7/7
0444.wav,D#:7,non_guitar,Jazz_Organ,D#,7
0445.wav,D#:7/3,non_guitar,Jazz_Organ,D#,7/3
0446.wav,D#:7/5,non_guitar,Jazz_Organ,D#,7/5
0447.wav,D#:7/7,non_guitar,Jazz_Organ,D#,7/7
0448.wav,E:7,non_guitar,Jazz_Organ,E,7
0449.wav,E:7/3,non_guitar,Jazz_Organ,E,7/3
0450.wav,E:7/5,non_guitar,Jazz_Organ,E,7/5
0451.wav,E:7/7,non_guitar,Jazz_Organ,E,7/7
0452.wav,F:7,non_guitar,Jazz_Organ,F,7
0453.wav,F:7/3,non_guitar,Jazz_Organ,F,7/3
0454.wav,F:7/5,non_guitar,Jazz_Organ,F,7/5
0455.wav,F:7/7,non_guitar,Jazz_Organ,F,7/7
0456.wav,F#:7,non_guitar,Jazz_Organ,F#,7
0457.wav,F#:7/3,non_guitar,Jazz_Organ,F#,7/3
0458.wav,F#:7/5,non_guitar,Jazz_Organ,F#,7/5
0459.wav,F#:7/7,non_guitar,Jazz_Organ,F#,7/7
0460.wav,G:7,non_guitar,Jazz_Organ,G,7
0461.wav,G:7/3,non_guitar,Jazz_Organ,G,7/3
0462.wav,G:7/5,non_guitar,Jazz_Organ,G,7/5
0463.wav,G:7/7,non_guitar,Jazz_Organ,G,7/7
0464.wav,G#:7,non_guitar,Jazz_Organ,G#,7
0465.wav,G#:7/3,non_guitar,Jazz_Organ,G#,7/3
0466.wav,G#:7/5,non_guitar,Jazz_Organ,G#,7/5
0467.wav,G#:7/7,non_guitar,Jazz_Organ,G#,7/7
0468.wav,A:7,non_guitar,Jazz_Organ,A,7
0469.wav,A:7/3,non_guitar,Jazz_Organ,A,7/3
0470.wav,A:7/5,non_guitar,Jazz_Organ,A,7/5
0471.wav,A:7/7,non_guitar,Jazz_Organ,A,7/7
0472.wav,A#:7,non_guitar,Jazz_Organ,A#,7
0473.wav,A#:7/3,non_guitar,Jazz_Organ,A#,7/3
0474.wav,A#:7/5,non_guitar,Jazz_Organ,A#,7/5
0475.wav,A#:7/7,non_guitar,Jazz_Organ,A#,7/7
0476.wav,B:7,non_guitar,Jazz_Organ,B,7
0477.wav,B:7/3,non_guitar,Jazz_Organ,B,7/3
0478.wav,B:7/5,non_guitar,Jazz_Organ,B,7/5
0479.wav,B:7/7,non_guitar,Jazz_Organ,B,7/7
0480.wav,C:hdim7,non_guitar,Jazz_Organ,C,hdim7
0481.wav,C:hdim7/3,non_guitar,Jazz_Organ,C,hdim7/3
0482.wav,C:hdim7/5,non_guitar,Jazz_Organ,C,hdim7/5
0483.wav,C:hdim7/7,non_guitar,Jazz_Organ,C,hdim7/7
0484.wav,C#:hdim7,non_guitar,Jazz_Organ,C#,hdim7
0485.wav,C#:hdim7/3,non_guitar,Jazz_Organ,C#,hdim7/3
0486.wav,C#:hdim7/5,non_guitar,Jazz_Organ,C#,hdim7/5
0487.wav,C#:hdim7/7,non_guitar,Jazz_Organ,C#,hdim7/7
0488.wav,D:hdim7,non_guitar,Jazz_Organ,D,hdim7
0489.wav,D:hdim7/3,non_guitar,Jazz_Organ,D,hdim7/3
0490.wav,D:hdim7/5,non_guitar,Jazz_Organ,D,hdim7/5
0491.wav,D:hdim7/7,non_guitar,Jazz_Organ,D,hdim7/7
0492.wav,D#:hdim7,non_guitar,Jazz_Organ,D#,hdim7
0493.wav,D#:hdim7/3,non_guitar,Jazz_Organ,D#,hdim7/3
0494.wav,D#:hdim7/5,non_guitar,Jazz_Organ,D#,hdim7/5
0495.wav,D#:hdim7/7,non_guitar,Jazz_Organ,D#,hdim7/7
0496.wav,E:hdim7,non_guitar,Jazz_Organ,E,hdim7
0497.wav,E:hdim7/3,non_guitar,Jazz_Organ,E,hdim7/3
0498.wav,E:hdim7/5,non_guitar,Jazz_Organ,E,hdim7/5
0499.wav,E:hdim7/7,non_guitar,Jazz_Organ,E,hdim7/7
0500.wav,F:hdim7,non_guitar,Jazz_Organ,F,hdim7
0501.wav,F:hdim7/3,non_guitar,Jazz_Organ,F,hdim7/3
0502.wav,F:hdim7/5,non_guitar,Jazz_Organ,F,hdim7/5
0503.wav,F:hdim7/7,non_guitar,Jazz_Organ,F,hdim7/7
0504.wav,F#:hdim7,non_guitar,Jazz_Organ,F#,hdim7
0505.wav,F#:hdim7/3,non_guitar,Jazz_Organ,F#,hdim7/3
0506.wav,F#:hdim7/5,non_guitar,Jazz_Organ,F#,hdim7/5
0507.wav,F#:hdim7/7,non_guitar,Jazz_Organ,F#,hdim7/7
0508.wav,G:hdim7,non_guitar,Jazz_Organ,G,hdim7
0509.wav,G:hdim7/3,non_guitar,Jazz_Organ,G,hdim7/3
0510.wav,G:hdim7/5,non_guitar,Jazz_Organ,G,hdim7/5
0511.wav,G:hdim7/7,non_guitar,Jazz_Organ,G,hdim7/7
0512.wav,G#:hdim7,non_guitar,Jazz_Organ,G#,hdim7
0513.wav,G#:hdim7/3,non_guitar,Jazz_Organ,G#,hdim7/3
0514.wav,G#:hdim7/5,non_guitar,Jazz_Organ,G#,hdim7/5
0515.wav,G#:hdim7/7,non_guitar,Jazz_Organ,G#,hdim7/7
0516.wav,A:hdim7,non_guitar,Jazz_Organ,A,hdim7
0517.wav,A:hdim7/3,non_guitar,Jazz_Organ,A,hdim7/3
0518.wav,A:hdim7/5,non_guitar,Jazz_Organ,A,hdim7/5
0519.wav,A:hdim7/7,non_guitar,Jazz_Organ,A,hdim7/7
0520.wav,A#:hdim7,non_guitar,Jazz_Organ,A#,hdim7
0521.wav,A#:hdim7/3,non_guitar,Jazz_Organ,A#,hdim7/3
0522.wav,A#:hdim7/5,non_guitar,Jazz_Organ,A#,hdim7/5
0523.wav,A#:hdim7/7,non_guitar,Jazz_Organ,A#,hdim7/7
0524.wav,B:hdim7,non_guitar,Jazz_Organ,B,hdim7
0525.wav,B:hdim7/3,non_guitar,Jazz_Organ,B,hdim7/3
0526.wav,B:hdim7/5,non_guitar,Jazz_Organ,B,hdim7/5
0527.wav,B:hdim7/7,non_guitar,Jazz_Organ,B,hdim7/7
0528.wav,C:hdim7,non_guitar,Jazz_Organ,C,hdim7
0529.wav,C:hdim7/3,non_guitar,Jazz_Organ,C,hdim7/3
0530.wav,C:hdim7/5,non_guitar,Jazz_Organ,C,hdim7/5
0531.wav,C:hdim7/7,non_guitar,Jazz_Organ,C,hdim7/7
0532.wav,C#:hdim7,non_guitar,Jazz_Organ,C#,hdim7
0533.wav,C#:hdim7/3,non_guitar,Jazz_Organ,C#,hdim7/3
0534.wav,C#:hdim7/5,non_guitar,Jazz_Organ,C#,hdim7/5
0535.wav,C#:hdim7/7,non_guitar,Jazz_Organ,C#,hdim7/7
0536.wav,D:hdim7,non_guitar,Jazz_Organ,D,hdim7
0537.wav,D:hdim7/3,non_guitar,Jazz_Organ,D,hdim7/3
0538.wav,D:hdim7/5,non_guitar,Jazz_Organ,D,hdim7/5
0539.wav,D:hdim7/7,non_guitar,Jazz_Organ,D,hdim7/7
0540.wav,D#:hdim7,non_guitar,Jazz_Organ,D#,hdim7
0541.wav,D#:hdim7/3,non_guitar,Jazz_Organ,D#,hdim7/3
0542.wav,D#:hdim7/5,non_guitar,Jazz_Organ,D#,hdim7/5
0543.wav,D#:hdim7/7,non_guitar,Jazz_Organ,D#,hdim7/7
0544.wav,E:hdim7,non_guitar,Jazz_Organ,E,hdim7
0545.wav,E:hdim7/3,non_guitar,Jazz_Organ,E,hdim7/3
0546.wav,E:hdim7/5,non_guitar,Jazz_Organ,E,hdim7/5
0547.wav,E:hdim7/7,non_guitar,Jazz_Organ,E,hdim7/7
0548.wav,F:hdim7,non_guitar,Jazz_Organ,F,hdim7
0549.wav,F:hdim7/3,non_guitar,Jazz_Organ,F,hdim7/3
0550.wav,F:hdim7/5,non_guitar,Jazz_Organ,F,hdim7/5
0551.wav,F:hdim7/7,non_guitar,Jazz_Organ,F,hdim7/7
0552.wav,F#:hdim7,non_guitar,Jazz_Organ,F#,hdim7
0553.wav,F#:hdim7/3,non_guitar,Jazz_Organ,F#,hdim7/3
0554.wav,F#:hdim7/5,non_guitar,Jazz_Organ,F#,hdim7/5
0555.wav,F#:hdim7/7,non_guitar,Jazz_Organ,F#,hdim7/7
0556.wav,G:hdim7,non_guitar,Jazz_Organ,G,hdim7
0557.wav,G:hdim7/3,non_guitar,Jazz_Organ,G,hdim7/3
0558.wav,G:hdim7/5,non_guitar,Jazz_Organ,G,hdim7/5
0559.wav,G:hdim7/7,non_guitar,Jazz_Organ,G,hdim7/7
0560.wav,G#:hdim7,non_guitar,Jazz_Organ,G#,hdim7
0561.wav,G#:hdim7/3,non_guitar,Jazz_Organ,G#,hdim7/3
0562.wav,G#:hdim7/5,non_guitar,Jazz_Organ,G#,hdim7/5
0563.wav,G#:hdim7/7,non_guitar,Jazz_Organ,G#,hdim7/7
0564.wav,A:hdim7,non_guitar,Jazz_Organ,A,hdim7
0565.wav,A:hdim7/3,non_guitar,Jazz_Organ,A,hdim7/3
0566.wav,A:hdim7/5,non_guitar,Jazz_Organ,A,hdim7/5
0567.wav,A:hdim7/7,non_guitar,Jazz_Organ,A,hdim7/7
0568.wav,A#:hdim7,non_guitar,Jazz_Organ,A#,hdim7
0569.wav,A#:hdim7/3,non_guitar,Jazz_Organ,A#,hdim7/3
0570.wav,A#:hdim7/5,non_guitar,Jazz_Organ,A#,hdim7/5
0571.wav,A#:hdim7/7,non_guitar,Jazz_Organ,A#,hdim7/7
0572.wav,B:hdim7,non_guitar,Jazz_Organ,B,hdim7
0573.wav,B:hdim7/3,non_guitar,Jazz_Organ,B,hdim7/3
0574.wav,B:hdim7/5,non_guitar,Jazz_Organ,B,hdim7/5
0575.wav,B:hdim7/7,non_guitar,Jazz_Organ,B,hdim7/7
0576.wav,C:maj,non_guitar,Boesendorfer_Grand_Piano,C,maj
0577.wav,C:maj/3,non_guitar,Boesendorfer_Grand_Piano,C,maj/3
0578.wav,C:maj/5,non_guitar,Boesendorfer_Grand_Piano,C,maj/5
0579.wav,C#:maj,non_guitar,Boesendorfer_Grand_Piano,C#,maj
0580.wav,C#:maj/3,non_guitar,Boesendorfer_Grand_Piano,C#,maj/3
0581.wav,C#:maj/5,non_guitar,Boesendorfer_Grand_Piano,C#,maj/5
0582.wav,D:maj,non_guitar,Boesendorfer_Grand_Piano,D,maj
0583.wav,D:maj/3,non_guitar,Boesendorfer_Grand_Piano,D,maj/3
0584.wav,D:maj/5,non_guitar,Boesendorfer_Grand_Piano,D,maj/5
0585.wav,D#:maj,non_guitar,Boesendorfer_Grand_Piano,D#,maj
0586.wav,D#:maj/3,non_guitar,Boesendorfer_Grand_Piano,D#,maj/3
0587.wav,D#:maj/5,non_guitar,Boesendorfer_Grand_Piano,D#,maj/5
0588.wav,E:maj,non_guitar,Boesendorfer_Grand_Piano,E,maj
0589.wav,E:maj/3,non_guitar,Boesendorfer_Grand_Piano,E,maj/3
0590.wav,E:maj/5,non_guitar,Boesendorfer_Grand_Piano,E,maj/5
0591.wav,F:maj,non_guitar,Boesendorfer_Grand_Piano,F,maj
0592.wav,F:maj/3,non_guitar,Boesendorfer_Grand_Piano,F,maj/3
0593.wav,F:maj/5,non_guitar,Boesendorfer_Grand_Piano,F,maj/5
0594.wav,F#:maj,non_guitar,Boesendorfer_Grand_Piano,F#,maj
0595.wav,F#:maj/3,non_guitar,Boesendorfer_Grand_Piano,F#,maj/3
0596.wav,F#:maj/5,non_guitar,Boesendorfer_Grand_Piano,F#,maj/5
0597.wav,G:maj,non_guitar,Boesendorfer_Grand_Piano,G,maj
0598.wav,G:maj/3,non_guitar,Boesendorfer_Grand_Piano,G,maj/3
0599.wav,G:maj/5,non_guitar,Boesendorfer_Grand_Piano,G,maj/5
0600.wav,G#:maj,non_guitar,Boesendorfer_Grand_Piano,G#,maj
0601.wav,G#:maj/3,non_guitar,Boesendorfer_Grand_Piano,G#,maj/3
0602.wav,G#:maj/5,non_guitar,Boesendorfer_Grand_Piano,G#,maj/5
0603.wav,A:maj,non_guitar,Boesendorfer_Grand_Piano,A,maj
0604.wav,A:maj/3,non_guitar,Boesendorfer_Grand_Piano,A,maj/3
0605.wav,A:maj/5,non_guitar,Boesendorfer_Grand_Piano,A,maj/5
0606.wav,A#:maj,non_guitar,Boesendorfer_Grand_Piano,A#,maj
0607.wav,A#:maj/3,non_guitar,Boesendorfer_Grand_Piano,A#,maj/3
0608.wav,A#:maj/5,non_guitar,Boesendorfer_Grand_Piano,A#,maj/5
0609.wav,B:maj,non_guitar,Boesendorfer_Grand_Piano,B,maj
0610.wav,B:maj/3,non_guitar,Boesendorfer_Grand_Piano,B,maj/3
0611.wav,B:maj/5,non_guitar,Boesendorfer_Grand_Piano,B,maj/5
0612.wav,C:maj,non_guitar,Boesendorfer_Grand_Piano,C,maj
0613.wav,C:maj/3,non_guitar,Boesendorfer_Grand_Piano,C,maj/3
0614.wav,C:maj/5,non_guitar,Boesendorfer_Grand_Piano,C,maj/5
0615.wav,C#:maj,non_guitar,Boesendorfer_Grand_Piano,C#,maj
0616.wav,C#:maj/3,non_guitar,Boesendorfer_Grand_Piano,C#,maj/3
0617.wav,C#:maj/5,non_guitar,Boesendorfer_Grand_Piano,C#,maj/5
0618.wav,D:maj,non_guitar,Boesendorfer_Grand_Piano,D,maj
0619.wav,D:maj/3,non_guitar,Boesendorfer_Grand_Piano,D,maj/3
0620.wav,D:maj/5,non_guitar,Boesendorfer_Grand_Piano,D,maj/5
0621.wav,D#:maj,non_guitar,Boesendorfer_Grand_Piano,D#,maj
0622.wav,D#:maj/3,non_guitar,Boesendorfer_Grand_Piano,D#,maj/3
0623.wav,D#:maj/5,non_guitar,Boesendorfer_Grand_Piano,D#,maj/5
0624.wav,E:maj,non_guitar,Boesendorfer_Grand_Piano,E,maj
0625.wav,E:maj/3,non_guitar,Boesendorfer_Grand_Piano,E,maj/3
0626.wav,E:maj/5,non_guitar,Boesendorfer_Grand_Piano,E,maj/5
0627.wav,F:maj,non_guitar,Boesendorfer_Grand_Piano,F,maj
0628.wav,F:maj/3,non_guitar,Boesendorfer_Grand_Piano,F,maj/3
0629.wav,F:maj/5,non_guitar,Boesendorfer_Grand_Piano,F,maj/5
0630.wav,F#:maj,non_guitar,Boesendorfer_Grand_Piano,F#,maj
0631.wav,F#:maj/3,non_guitar,Boesendorfer_Grand_Piano,F#,maj/3
0632.wav,F#:maj/5,non_guitar,Boesendorfer_Grand_Piano,F#,maj/5
0633.wav,G:maj,non_guitar,Boesendorfer_Grand_Piano,G,maj
0634.wav,G:maj/3,non_guitar,Boesendorfer_Grand_Piano,G,maj/3
0635.wav,G:maj/5,non_guitar,Boesendorfer_Grand_Piano,G,maj/5
0636.wav,G#:maj,non_guitar,Boesendorfer_Grand_Piano,G#,maj
0637.wav,G#:maj/3,non_guitar,Boesendorfer_Grand_Piano,G#,maj/3
0638.wav,G#:maj/5,non_guitar,Boesendorfer_Grand_Piano,G#,maj/5
0639.wav,A:maj,non_guitar,Boesendorfer_Grand_Piano,A,maj
0640.wav,A:maj/3,non_guitar,Boesendorfer_Grand_Piano,A,maj/3
0641.wav,A:maj/5,non_guitar,Boesendorfer_Grand_Piano,A,maj/5
0642.wav,A#:maj,non_guitar,Boesendorfer_Grand_Piano,A#,maj
0643.wav,A#:maj/3,non_guitar,Boesendorfer_Grand_Piano,A#,maj/3
0644.wav,A#:maj/5,non_guitar,Boesendorfer_Grand_Piano,A#,maj/5
0645.wav,B:maj,non_guitar,Boesendorfer_Grand_Piano,B,maj
0646.wav,B:maj/3,non_guitar,Boesendorfer_Grand_Piano,B,maj/3
0647.wav,B:maj/5,non_guitar,Boesendorfer_Grand_Piano,B,maj/5
0648.wav,C:min,non_guitar,Boesendorfer_Grand_Piano,C,min
0649.wav,C:min/3,non_guitar,Boesendorfer_Grand_Piano,C,min/3
0650.wav,C:min/5,non_guitar,Boesendorfer_Grand_Piano,C,min/5
0651.wav,C#:min,non_guitar,Boesendorfer_Grand_Piano,C#,min
0652.wav,C#:min/3,non_guitar,Boesendorfer_Grand_Piano,C#,min/3
0653.wav,C#:min/5,non_guitar,Boesendorfer_Grand_Piano,C#,min/5
0654.wav,D:min,non_guitar,Boesendorfer_Grand_Piano,D,min
0655.wav,D:min/3,non_guitar,Boesendorfer_Grand_Piano,D,min/3
0656.wav,D:min/5,non_guitar,Boesendorfer_Grand_Piano,D,min/5
0657.wav,D#:min,non_guitar,Boesendorfer_Grand_Piano,D#,min
0658.wav,D#:min/3,non_guitar,Boesendorfer_Grand_Piano,D#,min/3
0659.wav,D#:min/5,non_guitar,Boesendorfer_Grand_Piano,D#,min/5
0660.wav,E:min,non_guitar,Boesendorfer_Grand_Piano,E,min
0661.wav,E:min/3,non_guitar,Boesendorfer_Grand_Piano,E,min/3
0662.wav,E:min/5,non_guitar,Boesendorfer_Grand_Piano,E,min/5
0663.wav,F:min,non_guitar,Boesendorfer_Grand_Piano,F,min
0664.wav,F:min/3,non_guitar,Boesendorfer_Grand_Piano,F,min/3
0665.wav,F:min/5,non_guitar,Boesendorfer_Grand_Piano,F,min/5
0666.wav,F#:min,non_guitar,Boesendorfer_Grand_Piano,F#,min
0667.wav,F#:min/3,non_guitar,Boesendorfer_Grand_Piano,F#,min/3
0668.wav,F#:min/5,non_guitar,Boesendorfer_Grand_Piano,F#,min/5
0669.wav,G:min,non_guitar,Boesendorfer_Grand_Piano,G,min
0670.wav,G:min/3,non_guitar,Boesendorfer_Grand_Piano,G,min/3
0671.wav,G:min/5,non_guitar,Boesendorfer_Grand_Piano,G,min/5
0672.wav,G#:min,non_guitar,Boesendorfer_Grand_Piano,G#,min
0673.wav,G#:min/3,non_guitar,Boesendorfer_Grand_Piano,G#,min/3
0674.wav,G#:min/5,non_guitar,Boesendorfer_Grand_Piano,G#,min/5
0675.wav,A:min,non_guitar,Boesendorfer_Grand_Piano,A,min
0676.wav,A:min/3,non_guitar,Boesendorfer_Grand_Piano,A,min/3
0677.wav,A:min/5,non_guitar,Boesendorfer_Grand_Piano,A,min/5
0678.wav,A#:min,non_guitar,Boesendorfer_Grand_Piano,A#,min
0679.wav,A#:min/3,non_guitar,Boesendorfer_Grand_Piano,A#,min/3
0680.wav,A#:min/5,non_guitar,Boesendorfer_Grand_Piano,A#,min/5
0681.wav,B:min,non_guitar,Boesendorfer_Grand_Piano,B,min
0682.wav,B:min/3,non_guitar,Boesendorfer_Grand_Piano,B,min/3
0683.wav,B:min/5,non_guitar,Boesendorfer_Grand_Piano,B,min/5
0684.wav,C:min,non_guitar,Boesendorfer_Grand_Piano,C,min
0685.wav,C:min/3,non_guitar,Boesendorfer_Grand_Piano,C,min/3
0686.wav,C:min/5,non_guitar,Boesendorfer_Grand_Piano,C,min/5
0687.wav,C#:min,non_guitar,Boesendorfer_Grand_Piano,C#,min
0688.wav,C#:min/3,non_guitar,Boesendorfer_Grand_Piano,C#,min/3
0689.wav,C#:min/5,non_guitar,Boesendorfer_Grand_Piano,C#,min/5
0690.wav,D:min,non_guitar,Boesendorfer_Grand_Piano,D,min
0691.wav,D:min/3,non_guitar,Boesendorfer_Grand_Piano,D,min/3
0692.wav,D:min/5,non_guitar,Boesendorfer_Grand_Piano,D,min/5
0693.wav,D#:min,non_guitar,Boesendorfer_Grand_Piano,D#,min
0694.wav,D#:min/3,non_guitar,Boesendorfer_Grand_Piano,D#,min/3
0695.wav,D#:min/5,non_guitar,Boesendorfer_Grand_Piano,D#,min/5
0696.wav,E:min,non_guitar,Boesendorfer_Grand_Piano,E,min
0697.wav,E:min/3,non_guitar,Boesendorfer_Grand_Piano,E,min/3
0698.wav,E:min/5,non_guitar,Boesendorfer_Grand_Piano,E,min/5
0699.wav,F:min,non_guitar,Boesendorfer_Grand_Piano,F,min
0700.wav,F:min/3,non_guitar,Boesendorfer_Grand_Piano,F,min/3
0701.wav,F:min/5,non_guitar,Boesendorfer_Grand_Piano,F,min/5
0702.wav,F#:min,non_guitar,Boesendorfer_Grand_Piano,F#,min
0703.wav,F#:min/3,non_guitar,Boesendorfer_Grand_Piano,F#,min/3
0704.wav,F#:min/5,non_guitar,Boesendorfer_Grand_Piano,F#,min/5
0705.wav,G:min,non_guitar,Boesendorfer_Grand_Piano,G,min
0706.wav,G:min/3,non_guitar,Boesendorfer_Grand_Piano,G,min/3
0707.wav,G:min/5,non_guitar,Boesendorfer_Grand_Piano,G,min/5
0708.wav,G#:min,non_guitar,Boesendorfer_Grand_Piano,G#,min
0709.wav,G#:min/3,non_guitar,Boesendorfer_Grand_Piano,G#,min/3
0710.wav,G#:min/5,non_guitar,Boesendorfer_Grand_Piano,G#,min/5
0711.wav,A:min,non_guitar,Boesendorfer_Grand_Piano,A,min
0712.wav,A:min/3,non_guitar,Boesendorfer_Grand_Piano,A,min/3
0713.wav,A:min/5,non_guitar,Boesendorfer_Grand_Piano,A,min/5
0714.wav,A#:min,non_guitar,Boesendorfer_Grand_Piano,A#,min
0715.wav,A#:min/3,non_guitar,Boesendorfer_Grand_Piano,A#,min/3
0716.wav,A#:min/5,non_guitar,Boesendorfer_Grand_Piano,A#,min/5
0717.wav,B:min,non_guitar,Boesendorfer_Grand_Piano,B,min
0718.wav,B:min/3,non_guitar,Boesendorfer_Grand_Piano,B,min/3
0719.wav,B:min/5,non_guitar,Boesendorfer_Grand_Piano,B,min/5
0720.wav,C:maj7,non_guitar,Boesendorfer_Grand_Piano,C,maj7
0721.wav,C:maj7/3,non_guitar,Boesendorfer_Grand_Piano,C,maj7/3
0722.wav,C:maj7/5,non_guitar,Boesendorfer_Grand_Piano,C,maj7/5
0723.wav,C:maj7/7,non_guitar,Boesendorfer_Grand_Piano,C,maj7/7
0724.wav,C#:maj7,non_guitar,Boesendorfer_Grand_Piano,C#,maj7
0725.wav,C#:maj7/3,non_guitar,Boesendorfer_Grand_Piano,C#,maj7/3
0726.wav,C#:maj7/5,non_guitar,Boesendorfer_Grand_Piano,C#,maj7/5
0727.wav,C#:maj7/7,non_guitar,Boesendorfer_Grand_Piano,C#,maj7/7
0728.wav,D:maj7,non_guitar,Boesendorfer_Grand_Piano,D,maj7
0729.wav,D:maj7/3,non_guitar,Boesendorfer_Grand_Piano,D,maj7/3
0730.wav,D:maj7/5,non_guitar,Boesendorfer_Grand_Piano,D,maj7/5
0731.wav,D:maj7/7,non_guitar,Boesendorfer_Grand_Piano,D,maj7/7
0732.wav,D#:maj7,non_guitar,Boesendorfer_Grand_Piano,D#,maj7
0733.wav,D#:maj7/3,non_guitar,Boesendorfer_Grand_Piano,D#,maj7/3
0734.wav,D#:maj7/5,non_guitar,Boesendorfer_Grand_Piano,D#,maj7/5
0735.wav,D#:maj7/7,non_guitar,Boesendorfer_Grand_Piano,D#,maj7/7
0736.wav,E:maj7,non_guitar,Boesendorfer_Grand_Piano,E,maj7
0737.wav,E:maj7/3,non_guitar,Boesendorfer_Grand_Piano,E,maj7/3
0738.wav,E:maj7/5,non_guitar,Boesendorfer_Grand_Piano,E,maj7/5
0739.wav,E:maj7/7,non_guitar,Boesendorfer_Grand_Piano,E,maj7/7
0740.wav,F:maj7,non_guitar,Boesendorfer_Grand_Piano,F,maj7
0741.wav,F:maj7/3,non_guitar,Boesendorfer_Grand_Piano,F,maj7/3
0742.wav,F:maj7/5,non_guitar,Boesendorfer_Grand_Piano,F,maj7/5
0743.wav,F:maj7/7,non_guitar,Boesendorfer_Grand_Piano,F,maj7/7
0744.wav,F#:maj7,non_guitar,Boesendorfer_Grand_Piano,F#,maj7
0745.wav,F#:maj7/3,non_guitar,Boesendorfer_Grand_Piano,F#,maj7/3
0746.wav,F#:maj7/5,non_guitar,Boesendorfer_Grand_Piano,F#,maj7/5
0747.wav,F#:maj7/7,non_guitar,Boesendorfer_Grand_Piano,F#,maj7/7
0748.wav,G:maj7,non_guitar,Boesendorfer_Grand_Piano,G,maj7
0749.wav,G:maj7/3,non_guitar,Boesendorfer_Grand_Piano,G,maj7/3
0750.wav,G:maj7/5,non_guitar,Boesendorfer_Grand_Piano,G,maj7/5
0751.wav,G:maj7/7,non_guitar,Boesendorfer_Grand_Piano,G,maj7/7
0752.wav,G#:maj7,non_guitar,Boesendorfer_Grand_Piano,G#,maj7
0753.wav,G#:maj7/3,non_guitar,Boesendorfer_Grand_Piano,G#,maj7/3
0754.wav,G#:maj7/5,non_guitar,Boesendorfer_Grand_Piano,G#,maj7/5
0755.wav,G#:maj7/7,non_guitar,Boesendorfer_Grand_Piano,G#,maj7/7
0756.wav,A:maj7,non_guitar,Boesendorfer_Grand_Piano,A,maj7
0757.wav,A:maj7/3,non_guitar,Boesendorfer_Grand_Piano,A,maj7/3
0758.wav,A:maj7/5,non_guitar,Boesendorfer_Grand_Piano,A,maj7/5
0759.wav,A:maj7/7,non_guitar,Boesendorfer_Grand_Piano,A,maj7/7
0760.wav,A#:maj7,non_guitar,Boesendorfer_Grand_Piano,A#,maj7
0761.wav,A#:maj7/3,non_guitar,Boesendorfer_Grand_Piano,A#,maj7/3
0762.wav,A#:maj7/5,non_guitar,Boesendorfer_Grand_Piano,A#,maj7/5
0763.wav,A#:maj7/7,non_guitar,Boesendorfer_Grand_Piano,A#,maj7/7
